ID,TargetLogLoss,TargetRAUC
ID_3C646073EE,1,1
ID_1F44BC2BB3,1,1
ID_A264B7CC15,1,1
ID_A4696E9F74,1,1
ID_489D95F6C5,1,1
ID_F498FADD88,1,1
ID_5DB95890EB,1,1
ID_BF2967B25E,1,1
ID_C0E9F85AC5,1,1
ID_1030F3412A,1,1
ID_F851207233,1,1
ID_248C58FEC1,1,1
ID_91A855AA1F,1,1
ID_338047E8D3,1,1
ID_C5D10D18FF,1,1
ID_84422266FC,1,1
ID_4B15305422,1,1
ID_D15CE3F985,1,1
ID_3511EDBB5E,1,1
ID_16260FCA12,1,1
ID_B2E1D897D7,1,1
ID_A99977A174,1,1
ID_154CA35BAC,1,1
ID_DEF3559A1C,1,1
ID_33C0663738,1,1
ID_4F51E5150C,1,1
ID_0AB6902462,1,1
ID_293610A633,1,1
ID_5A3A330E49,1,1
ID_63F993E258,1,1
ID_2B8A9A34CA,1,1
ID_E12D27E120,1,1
ID_5BC0F49007,1,1
ID_821386FBF2,1,1
ID_C35B31D984,1,1
ID_9186649030,1,1
ID_A98A60E1BA,1,1
ID_3BF0D5F733,1,1
ID_11A5A3AAA7,1,1
ID_0E06DE314A,1,1
ID_7FC40D8ABC,1,1
ID_ED914D8613,1,1
ID_41DED8FA93,1,1
ID_F238221046,1,1
ID_39F4B915F2,1,1
ID_03E39E4DB5,1,1
ID_C6AF30670E,1,1
ID_A62996EA04,1,1
ID_0229265F0F,1,1
ID_B47CB0BF23,1,1
ID_45814BF3B1,1,1
ID_681C2AC85F,1,1
ID_6423705456,1,1
ID_0BBC9E2E44,1,1
ID_77E157959C,1,1
ID_60AAAE7A57,1,1
ID_BF40CD7EAC,1,1
ID_4F1291AABD,1,1
ID_C9A6405D85,1,1
ID_C610517FE2,1,1
ID_B326B881C6,1,1
ID_4B421FD0E9,1,1
ID_08296746B5,1,1
ID_731FDEC2E2,1,1
ID_AD5989494E,1,1
ID_99B928BC25,1,1
ID_A73A1A9A91,1,1
ID_CD28044268,1,1
ID_4C7CB32C32,1,1
ID_DD61251E2B,1,1
ID_3E49F4BDC5,1,1
ID_0D52D6BBD0,1,1
ID_477D7EB616,1,1
ID_DBE17AEF22,1,1
ID_19A5615568,1,1
ID_043AE6E4DB,1,1
ID_00B7A30B7C,1,1
ID_16D2BCEA34,1,1
ID_B0008F4314,1,1
ID_C12D5A5C76,1,1
ID_0F751543A5,1,1
ID_948E3EDA40,1,1
ID_E5EB9D53E8,1,1
ID_58D3EB0FE8,1,1
ID_A50B495599,1,1
ID_10C1495FC6,1,1
ID_F305D8F37D,1,1
ID_4E5490B784,1,1
ID_0C5D29BB41,1,1
ID_6E31C1131B,1,1
ID_D19ED9479F,1,1
ID_43760E4020,1,1
ID_8C982876DB,1,1
ID_066B0F96E1,1,1
ID_403701568D,1,1
ID_E7A1C19E62,1,1
ID_9F1F32ACE4,1,1
ID_343928E23E,1,1
ID_DB2ED6BB00,1,1
ID_24915219CC,1,1
ID_78FE4F5A58,1,1
ID_55642F5200,1,1
ID_9A1D074EFF,1,1
ID_224E9800E9,1,1
ID_F17D5D436A,1,1
ID_C54F98602C,1,1
ID_3000306E72,1,1
ID_2873B81319,1,1
ID_0CF2E39741,1,1
ID_18C81AB0CD,1,1
ID_0DA7C6D50F,1,1
ID_63B266316D,1,1
ID_A5810AAD2B,1,1
ID_51EBC65A12,1,1
ID_F962E98F76,1,1
ID_E6010F3436,1,1
ID_6989C15830,1,1
ID_0A37F465F9,1,1
ID_49E14CB965,1,1
ID_9AF0FF93DD,1,1
ID_2709896FED,1,1
ID_280682A743,1,1
ID_7C1A672B68,1,1
ID_4E2F0899C7,1,1
ID_CCCCD09126,1,1
ID_5FE4E50323,1,1
ID_94C889F09C,1,1
ID_11083E06CD,1,1
ID_4B2A5F31C9,1,1
ID_56A5526464,1,1
ID_28C55919A5,1,1
ID_0189199EB0,1,1
ID_26E2A405A7,1,1
ID_0FA30624F5,1,1
ID_3B0AA1A6AC,1,1
ID_B9044044B5,1,1
ID_BCC2DE5DDF,1,1
ID_E68ABA8FFE,1,1
ID_CDBE8A7385,1,1
ID_78CBE145F1,1,1
ID_A565D287E6,1,1
ID_48E74FF38D,1,1
ID_B1C58F14BF,1,1
ID_785E14CE3C,1,1
ID_9BFD6E3EF0,1,1
ID_B4C12566EF,1,1
ID_15582BECFB,1,1
ID_42194477AB,1,1
ID_DECE50DDF4,1,1
ID_1672C1F6F2,1,1
ID_F47483ED06,1,1
ID_892BBD7B13,1,1
ID_4E90DF9718,1,1
ID_77F1C49C49,1,1
ID_12E540487D,1,1
ID_F0AA6487E1,1,1
ID_3305ECDE84,1,1
ID_A8ACC8FD27,1,1
ID_D3494986B3,1,1
ID_CE0BC1EA3D,1,1
ID_6B855C8927,1,1
ID_DBB03266BF,1,1
ID_69884797A5,1,1
ID_64C18202D4,1,1
ID_E5DD08DCC8,1,1
ID_741DB67A69,1,1
ID_8B9D938FF7,1,1
ID_D47C1D90FB,1,1
ID_2CF9C411B1,1,1
ID_CDA6967D38,1,1
ID_BFA4E89E34,1,1
ID_361FD566C5,1,1
ID_71D628303B,1,1
ID_F9E0DEFB9A,1,1
ID_20F9624775,1,1
ID_98C38D6691,1,1
ID_025F99B001,1,1
ID_3D028313E0,1,1
ID_94CF5917D5,1,1
ID_B8CAC534D8,1,1
ID_48437BCC27,1,1
ID_F49067B1F7,1,1
ID_318CBF6618,1,1
ID_57858C2C13,1,1
ID_4F244861D1,1,1
ID_0F71D20F6F,1,1
ID_54620C7DB8,1,1
ID_FFA387D759,1,1
ID_E2C641C125,1,1
ID_02A2844242,1,1
ID_C4BE088C66,1,1
ID_0ECF218B69,1,1
ID_67D6058646,1,1
ID_7F0732A228,1,1
ID_2B6B977E87,1,1
ID_85D18D99C2,1,1
ID_C80270A86C,1,1
ID_2B4C27C538,1,1
ID_4D69430DA2,1,1
ID_89739E4AFD,1,1
ID_E7FD703EA1,1,1
ID_5409790970,1,1
ID_9909618F1E,1,1
ID_6C92BFDD65,1,1
ID_AC4EB3A7CE,1,1
ID_0D72F0D0B8,1,1
ID_BFDBBF02AA,1,1
ID_E58B354516,1,1
ID_F5CB9D7BA8,1,1
ID_8823379D0C,1,1
ID_F0B54E4903,1,1
ID_BE9A24F59D,1,1
ID_69B443E08B,1,1
ID_5F7A2F4442,1,1
ID_05293E0580,1,1
ID_95AC9A09B1,1,1
ID_04E4A9D14A,1,1
ID_A95B3BD538,1,1
ID_B020576750,1,1
ID_8CB99025F0,1,1
ID_195574BB82,1,1
ID_948AFEF22C,1,1
ID_07E43D8499,1,1
ID_229533C09D,1,1
ID_13EE86D1D6,1,1
ID_30A8736E77,1,1
ID_9BD69357D4,1,1
ID_0EB8D04046,1,1
ID_50B04D7CF5,1,1
ID_7567CE3588,1,1
ID_EAE3BD2A5A,1,1
ID_00CFCAC8AB,1,1
ID_5939D58C7B,1,1
ID_9489A748A0,1,1
ID_0B90C0FE02,1,1
ID_6447995957,1,1
ID_C2F452857B,1,1
ID_B1883077EC,1,1
ID_618057AFDB,1,1
ID_1642FE66F0,1,1
ID_F905C806BF,1,1
ID_6D80067D18,1,1
ID_05FE616942,1,1
ID_5996706708,1,1
ID_069A802F1E,1,1
ID_A6F6DFD474,1,1
ID_8FCD232F72,1,1
ID_1856A68DA4,1,1
ID_F03CCAD102,1,1
ID_63D6A94326,1,1
ID_D8B158C5F5,1,1
ID_9F29E88BFA,1,1
ID_88D21CC9CD,1,1
ID_40779917EA,1,1
ID_E92DCC9762,1,1
ID_34DC3AABEB,1,1
ID_BDA7630022,1,1
ID_D284881738,1,1
ID_C9B5D26D1D,1,1
ID_3FCBA5BDCC,1,1
ID_F189D7B925,1,1
ID_F2818857AA,1,1
ID_869C930633,1,1
ID_7554231213,1,1
ID_9E09E23420,1,1
ID_7EEAFC3FD0,1,1
ID_76F2AA8F93,1,1
ID_70CF739E87,1,1
ID_3554EA76E6,1,1
ID_FB8D910102,1,1
ID_225E1CB291,1,1
ID_4E3219F354,1,1
ID_C0562AA2B5,1,1
ID_97E28EB384,1,1
ID_76EDD19190,1,1
ID_6D76F9342E,1,1
ID_A5FF103C4A,1,1
ID_36CA3F2254,1,1
ID_04B8E21DE0,1,1
ID_737BDB80DB,1,1
ID_F2FC3BC8B6,1,1
ID_AD428E6549,1,1
ID_691A96FFAD,1,1
ID_154AD3B793,1,1
ID_06D2DF0414,1,1
ID_C4848C4BF6,1,1
ID_722739E696,1,1
ID_15717B9B6A,1,1
ID_3CBCF1D475,1,1
ID_AA4828BB47,1,1
ID_5042399B02,1,1
ID_B2EBE5FDDE,1,1
ID_DF0C1CAB06,1,1
ID_07780579FA,1,1
ID_12130ACA42,1,1
ID_1F652E43BA,1,1
ID_4B27CC822D,1,1
ID_BD91D0E936,1,1
ID_3596CDCB0A,1,1
ID_BAD5F898F1,1,1
ID_106A1C60FD,1,1
ID_7169463E1E,1,1
ID_BC59A190E4,1,1
ID_D44EBC2D5C,1,1
ID_891850C0CE,1,1
ID_7A140409AB,1,1
ID_A953375F1A,1,1
ID_C3203BE09E,1,1
ID_CD00BF3BE2,1,1
ID_09FBF8460B,1,1
ID_21994EF655,1,1
ID_2A0A625FAE,1,1
ID_9B815D9A7E,1,1
ID_2A1C0A2EF9,1,1
ID_25DC112A25,1,1
ID_D449C05378,1,1
ID_682FBA780F,1,1
ID_64A133B526,1,1
ID_AA5CE319E8,1,1
ID_F6A7660380,1,1
ID_C2B6940729,1,1
ID_95B7811C55,1,1
ID_8243D2B5DE,1,1
ID_07AD72B5ED,1,1
ID_B4E95D489D,1,1
ID_4A86ADF650,1,1
ID_F377EA7D0F,1,1
ID_03B4C73857,1,1
ID_AA60CE0F9D,1,1
ID_6F6CF44065,1,1
ID_B2D2780EF9,1,1
ID_6E0E48ED67,1,1
ID_20B7016EA8,1,1
ID_CDA3A5EAA3,1,1
ID_410B1A84DF,1,1
ID_B2DC03756C,1,1
ID_CC7A02A213,1,1
ID_B4F3BFC03F,1,1
ID_7BEBF09F58,1,1
ID_681F14DECA,1,1
ID_744F880820,1,1
ID_A16DC840CD,1,1
ID_197FCB6EE6,1,1
ID_36D0D21345,1,1
ID_192A6EB329,1,1
ID_A6BD36F112,1,1
ID_596A7B8EEA,1,1
ID_785701FCA4,1,1
ID_8FAC74DEBD,1,1
ID_20405F0CE5,1,1
ID_968CF66DC3,1,1
ID_4A9F87CE38,1,1
ID_6FD34CA7EC,1,1
ID_4BF49AE9D0,1,1
ID_39738E9600,1,1
ID_A3615CC614,1,1
ID_A713158A14,1,1
ID_60BED83C5B,1,1
ID_8E800D54C0,1,1
ID_0A0CA4717C,1,1
ID_85CFDA7D60,1,1
ID_5F1E47FDC3,1,1
ID_8C0601CBC0,1,1
ID_471A5E3208,1,1
ID_01F0F02827,1,1
ID_58C24A4C9E,1,1
ID_4FA31191B4,1,1
ID_D74B7B4D7A,1,1
ID_BA50BD9527,1,1
ID_14C1646B62,1,1
ID_78CB5F1689,1,1
ID_CB5F2E6336,1,1
ID_845AA493F5,1,1
ID_93F2BBBBD8,1,1
ID_F12154605E,1,1
ID_B5C5492705,1,1
ID_D6AFA2E4DD,1,1
ID_CD0CD4271F,1,1
ID_7C0F335B1C,1,1
ID_56299369B5,1,1
ID_747ED25F7A,1,1
ID_F3645B7E3D,1,1
ID_7B16B6B907,1,1
ID_69083BBD51,1,1
ID_8DAB37A1D3,1,1
ID_CB88935F13,1,1
ID_1F1AA7B3AB,1,1
ID_86AF20E0EB,1,1
ID_72940C4C25,1,1
ID_A337BDC203,1,1
ID_A829FCBFFD,1,1
ID_24A43B7FB8,1,1
ID_9D21672943,1,1
ID_DC6FDDA570,1,1
ID_69C6005073,1,1
ID_9708ACC4D8,1,1
ID_F0599F1534,1,1
ID_4A0CF9F7AC,1,1
ID_44B343B466,1,1
ID_2349472401,1,1
ID_EA37073D5A,1,1
ID_874F88AB44,1,1
ID_8D9323D8A0,1,1
ID_211C84C0D0,1,1
ID_0CFD40EE32,1,1
ID_B7F086C2A7,1,1
ID_48C6387527,1,1
ID_D01BF796C0,1,1
ID_0F76AF3E60,1,1
ID_142EB8DD23,1,1
ID_FC210927EA,1,1
ID_7EE3492FAF,1,1
ID_BB1654FF35,1,1
ID_0969117873,1,1
ID_47C06789EB,1,1
ID_ADBE26FE3C,1,1
ID_43DB3CFCD6,1,1
ID_E2C6EF6371,1,1
ID_0F94F10F5B,1,1
ID_AA0827A0B1,1,1
ID_8DE4C7F379,1,1
ID_7FCC5028E5,1,1
ID_01F8566183,1,1
ID_2200C90CA1,1,1
ID_B0177037FD,1,1
ID_962D34B3F3,1,1
ID_93F2F04D59,1,1
ID_DF694C0BBF,1,1
ID_B077ED0AC2,1,1
ID_41B9E42326,1,1
ID_AB89E7FD4C,1,1
ID_CCF0BC2440,1,1
ID_948349206B,1,1
ID_97C0B1317C,1,1
ID_3CDE4C9FD5,1,1
ID_1C7073A3A0,1,1
ID_49CD92D624,1,1
ID_657B6EFD94,1,1
ID_8406E7A5F9,1,1
ID_F3B902AD02,1,1
ID_6F14DDA7EC,1,1
ID_E1101C7059,1,1
ID_C5E6588407,1,1
ID_0EFABEA4E8,1,1
ID_0E9B74C815,1,1
ID_69C6CAD27E,1,1
ID_3FF343CF2D,1,1
ID_783236EF05,1,1
ID_BF54EEBD8D,1,1
ID_8940D7C591,1,1
ID_690F7EC42B,1,1
ID_73AC125BA9,1,1
ID_13C211FC5D,1,1
ID_68C5727D2A,1,1
ID_9C76A5A900,1,1
ID_11913D8118,1,1
ID_F1949F1985,1,1
ID_EC3057FF70,1,1
ID_964D0E275C,1,1
ID_3743BAA70A,1,1
ID_7C9F2B96D4,1,1
ID_2851E35C6F,1,1
ID_9B3C561624,1,1
ID_BD6F226C03,1,1
ID_E167E695E9,1,1
ID_21E9699CC2,1,1
ID_C92EDF50E1,1,1
ID_F6A3A47DEB,1,1
ID_3D7CEF350B,1,1
ID_B7CEE38AC2,1,1
ID_F4281B6182,1,1
ID_B50BD3144B,1,1
ID_100FA20E29,1,1
ID_A85CFE89D8,1,1
ID_E336C95C93,1,1
ID_97E6495170,1,1
ID_A1FC02BC7D,1,1
ID_F56B0EE36D,1,1
ID_F6419428C8,1,1
ID_C367478237,1,1
ID_DFAF14ED81,1,1
ID_09335DD974,1,1
ID_6CE1E191A2,1,1
ID_07EDD281B0,1,1
ID_8D39EC19E7,1,1
ID_F0D262B20F,1,1
ID_FCF2CF7765,1,1
ID_42A7AD6004,1,1
ID_281137510A,1,1
ID_628D357539,1,1
ID_DB4EB384D8,1,1
ID_027F421CE9,1,1
ID_AF1CC586F3,1,1
ID_83E646BBEE,1,1
ID_19C23941A3,1,1
ID_F5D10F2623,1,1
ID_F4A59CB69F,1,1
ID_CBDEB24A48,1,1
ID_CCFB56A34B,1,1
ID_0349C77B47,1,1
ID_AF462BC0F4,1,1
ID_E049207A66,1,1
ID_2FBAF47D50,1,1
ID_4F8868810D,1,1
ID_DDB29A7360,1,1
ID_B3234FB136,1,1
ID_F926AD1CEC,1,1
ID_315594D72A,1,1
ID_2C3CFE510D,1,1
ID_305E2A1C5F,1,1
ID_83C4253723,1,1
ID_22B769D5C8,1,1
ID_4CC897661C,1,1
ID_B468ABD053,1,1
ID_5DA9E1299F,1,1
ID_542A9C4404,1,1
ID_CCFC609512,1,1
ID_299D817FAD,1,1
ID_E9DC219BB1,1,1
ID_5D7B218A04,1,1
ID_AFB3BDA4F0,1,1
ID_81165E9B21,1,1
ID_D9BBD3D667,1,1
ID_B5140120BB,1,1
ID_B3C13F230B,1,1
ID_E4A59B02C0,1,1
ID_0144DF36CD,1,1
ID_744323C38F,1,1
ID_1BE850D95E,1,1
ID_F389327D09,1,1
ID_6AD4FF1156,1,1
ID_11CDA4FEB6,1,1
ID_69F834C0AD,1,1
ID_EBF397CE3F,1,1
ID_2FFC9914FC,1,1
ID_24AD81AB9B,1,1
ID_F65759D21F,1,1
ID_39D9833798,1,1
ID_86BABFCE51,1,1
ID_46666A1C21,1,1
ID_011D84240A,1,1
ID_404F10E272,1,1
ID_A03F8B3F84,1,1
ID_12E3864651,1,1
ID_78709F4879,1,1
ID_F58A547BA7,1,1
ID_8AEA06FEB2,1,1
ID_6E49F3554A,1,1
ID_9CB2AC8E97,1,1
ID_6E1CBB395F,1,1
ID_64AEE91BA6,1,1
ID_B8569D37F8,1,1
ID_E787F03D49,1,1
ID_76EAD846F5,1,1
ID_4D1FFAC5BC,1,1
ID_0F528745EA,1,1
ID_5D2D4D40A1,1,1
ID_700DE3903F,1,1
ID_1C1999D098,1,1
ID_16AC98B42C,1,1
ID_3F450C05B9,1,1
ID_8D7FDA82D0,1,1
ID_C7924BB005,1,1
ID_A79F64D105,1,1
ID_414C84D432,1,1
ID_245D10D8FB,1,1
ID_BD14829840,1,1
ID_EEC0442A85,1,1
ID_974B536695,1,1
ID_8251A2FBD1,1,1
ID_5187850258,1,1
ID_9DC3A51290,1,1
ID_10505D24BD,1,1
ID_01E1CA217E,1,1
ID_A1B532FFDD,1,1
ID_707C29E5A1,1,1
ID_87064E8635,1,1
ID_9807C68093,1,1
ID_A660A74350,1,1
ID_9993C46167,1,1
ID_2484D6D5F9,1,1
ID_61AEADA728,1,1
ID_05785467F4,1,1
ID_26EB8CA2C8,1,1
ID_7DA79CC46B,1,1
ID_3D69E433F6,1,1
ID_ED509775C5,1,1
ID_FD9A4BDD47,1,1
ID_480F8B25AF,1,1
ID_10C4C86524,1,1
ID_F8CCD11DB1,1,1
ID_BFC9BDF7B0,1,1
ID_D414FA01AA,1,1
ID_1C6630B247,1,1
ID_F2B7EC42ED,1,1
ID_22FB83E786,1,1
ID_435F9C4144,1,1
ID_BEE6C542BF,1,1
ID_588C169A1B,1,1
ID_F64237A40E,1,1
ID_5481F4FEA9,1,1
ID_C15FF67A40,1,1
ID_1C76B8D67D,1,1
ID_831B0FB9C8,1,1
ID_1C91F86849,1,1
ID_00C2875B3E,1,1
ID_D8748F35B9,1,1
ID_B457BE664E,1,1
ID_575D8FDC9C,1,1
ID_921EB13357,1,1
ID_3082B01B8A,1,1
ID_E0EEC5770F,1,1
ID_0F6F8774DE,1,1
ID_4B5382A984,1,1
ID_8139D4E0C2,1,1
ID_A358A12838,1,1
ID_ACA914EB9D,1,1
ID_1EC16E944E,1,1
ID_4C0D3F6DA0,1,1
ID_9D5874CCF6,1,1
ID_01571601E2,1,1
ID_248CAA5946,1,1
ID_37DD1DE966,1,1
ID_A8E2547B16,1,1
ID_787E6AB57A,1,1
ID_D57F491D70,1,1
ID_AD30FCE8FC,1,1
ID_A85252D85F,1,1
ID_8033DE568B,1,1
ID_7B7D85F9EE,1,1
ID_89DEFCEE70,1,1
ID_8FFD287A5B,1,1
ID_F2A0D4A2CE,1,1
ID_B0A7AFE701,1,1
ID_C241ED2BE0,1,1
ID_F9CC550D6B,1,1
ID_115C36231B,1,1
ID_7830FBBF5C,1,1
ID_DFF3D4CAF2,1,1
ID_056FA96519,1,1
ID_F45E8846DF,1,1
ID_567B85A6C1,1,1
ID_CFB5CCBF19,1,1
ID_4D53D84B78,1,1
ID_82BC6CB789,1,1
ID_8893037910,1,1
ID_40D7B8709D,1,1
ID_20AFC22675,1,1
ID_580B6E4290,1,1
ID_9A2B0CF979,1,1
ID_45F8B320E4,1,1
ID_18191DDB03,1,1
ID_CCD8053286,1,1
ID_D3CE9AE729,1,1
ID_FDF79D5631,1,1
ID_0D537814F8,1,1
ID_90DAA97EDB,1,1
ID_B61C4D2325,1,1
ID_4EB2EB82C2,1,1
ID_8C85DA5630,1,1
ID_FF62A43096,1,1
ID_B8DF7B906F,1,1
ID_E03C7AB6C1,1,1
ID_9009108C3B,1,1
ID_4B15B2E7B6,1,1
ID_99745D74E5,1,1
ID_D8102BBB35,1,1
ID_13AF1086C3,1,1
ID_0EEDA0EAD0,1,1
ID_73630033D0,1,1
ID_14C98CE7B2,1,1
ID_16F8F4018B,1,1
ID_322F0FFE5B,1,1
ID_5B0AC65DD3,1,1
ID_0A116D1CEA,1,1
ID_37AD205E7B,1,1
ID_059049F20E,1,1
ID_8242BBF513,1,1
ID_FAF7B055D1,1,1
ID_1750403C3F,1,1
ID_7AC5E4B872,1,1
ID_C47959BEEB,1,1
ID_107C36DE4E,1,1
ID_913F80B405,1,1
ID_E0C6FE033A,1,1
ID_F5B46C6901,1,1
ID_11392CDC0C,1,1
ID_AD7ED1FD58,1,1
ID_08C62AF61A,1,1
ID_3DBF8843D9,1,1
ID_83EDF4009C,1,1
ID_58C5926057,1,1
ID_1BF5FA53A3,1,1
ID_417A2067FF,1,1
ID_EE27439595,1,1
ID_364A890066,1,1
ID_2BB6D581F7,1,1
ID_CA5A15A3DE,1,1
ID_9BB53EB19E,1,1
ID_C4C8A3B2C3,1,1
ID_FD0950ED40,1,1
ID_5366624C2E,1,1
ID_64AFA35485,1,1
ID_BD81F94E69,1,1
ID_6763658CE1,1,1
ID_8734B22A2A,1,1
ID_CEE0855231,1,1
ID_1E638EE508,1,1
ID_42D244EC92,1,1
ID_7A50092246,1,1
ID_002990B9AA,1,1
ID_DFA402F6B7,1,1
ID_B343B6E188,1,1
ID_8B448AEC3C,1,1
ID_112E97D07D,1,1
ID_F17A1AD7AE,1,1
ID_39B750EBCC,1,1
ID_DEAA234382,1,1
ID_1FFCA1F85A,1,1
ID_7DC9A9E31A,1,1
ID_C6288B1CA6,1,1
ID_791168E213,1,1
ID_BA4764BC5E,1,1
ID_ADF4723643,1,1
ID_DBFC0707DB,1,1
ID_2FB4540DF5,1,1
ID_94C23D2336,1,1
ID_EFC6E89148,1,1
ID_A9BF1BE992,1,1
ID_95473D1E89,1,1
ID_B97C09567B,1,1
ID_9CDEF1F3D8,1,1
ID_A77431AA34,1,1
ID_1731697B16,1,1
ID_4CCCCBC291,1,1
ID_206808E63B,1,1
ID_5523A71195,1,1
ID_DA6B65964D,1,1
ID_C4FA717E5B,1,1
ID_DA172D6F7B,1,1
ID_62B830C6E5,1,1
ID_ED7F148727,1,1
ID_A83E95F18A,1,1
ID_D9888578F0,1,1
ID_57DA8DC908,1,1
ID_EDD3BE0D97,1,1
ID_4B72A46FB6,1,1
ID_D843514F5D,1,1
ID_5520F383FA,1,1
ID_1FB11F4858,1,1
ID_96AC76FFED,1,1
ID_C92C1F76D3,1,1
ID_DEFD059502,1,1
ID_A77D9D6376,1,1
ID_55E23E9D8B,1,1
ID_045B38A1F6,1,1
ID_7111F43AA0,1,1
ID_4A74FDA3C6,1,1
ID_91CDE2C31C,1,1
ID_4A3DF84D3A,1,1
ID_FC0A26D6CB,1,1
ID_388B0A5076,1,1
ID_01D3874808,1,1
ID_C89C61C4E9,1,1
ID_AD79FCCF37,1,1
ID_728FE4D1A8,1,1
ID_D3276FF8E9,1,1
ID_7539B6A48B,1,1
ID_9043B96593,1,1
ID_D209E841E4,1,1
ID_734D5DE465,1,1
ID_D477923C0A,1,1
ID_C6538AC585,1,1
ID_1BFE28206C,1,1
ID_DBEAF447E1,1,1
ID_89BAF307C6,1,1
ID_F23283AB61,1,1
ID_B1DEA4B627,1,1
ID_1B3D760C11,1,1
ID_598D622AE5,1,1
ID_3CB7486B31,1,1
ID_4C781F69D1,1,1
ID_1D6CB980F3,1,1
ID_64D740E44D,1,1
ID_58663B96D4,1,1
ID_2602F14A8E,1,1
ID_EB7706DA92,1,1
ID_2FF4A797D7,1,1
ID_F3C379BE76,1,1
ID_92CE4ED92E,1,1
ID_2EC9309533,1,1
ID_8E1D55601B,1,1
ID_BFFBF62066,1,1
ID_F9975F9CB5,1,1
ID_D06A2B5B05,1,1
ID_731AD6BC40,1,1
ID_E1605A8347,1,1
ID_7D4799C816,1,1
ID_172646114A,1,1
ID_BED03C3678,1,1
ID_663E4051C8,1,1
ID_B94DFC637E,1,1
ID_9DCBD029A9,1,1
ID_3AA7C8A83F,1,1
ID_44E0A5FAFC,1,1
ID_276C31ED74,1,1
ID_A8B53BE330,1,1
ID_FC3B0E5B68,1,1
ID_F8D116FCC5,1,1
ID_9CD77F4FC2,1,1
ID_EBF7011697,1,1
ID_9D5AF24A3F,1,1
ID_F9AE4E8106,1,1
ID_EB822E4C05,1,1
ID_F704887820,1,1
ID_E0CE089C96,1,1
ID_C6458F37F5,1,1
ID_230877E063,1,1
ID_5D5ABAD2CE,1,1
ID_9F0E2A12EE,1,1
ID_18518C22FE,1,1
ID_9B7125CD5D,1,1
ID_04989FB947,1,1
ID_C4A85545B0,1,1
ID_A300D4BFB9,1,1
ID_140C60EC60,1,1
ID_9DF4B3D176,1,1
ID_68DB06EA31,1,1
ID_80D685BEE9,1,1
ID_3DC1DDCBBC,1,1
ID_E1DDF6F997,1,1
ID_0A8B4367EC,1,1
ID_7DE1D3429C,1,1
ID_17BFCB356E,1,1
ID_9C84C4FBBC,1,1
ID_EC5E6F1771,1,1
ID_CD7118FA2C,1,1
ID_8E7F377EA7,1,1
ID_0243D481D8,1,1
ID_FAAF5A6310,1,1
ID_548D9DC7FC,1,1
ID_52BFCA87EB,1,1
ID_C93BA159C8,1,1
ID_9F81A41624,1,1
ID_649A7CA930,1,1
ID_3D1D916687,1,1
ID_ECC5F69009,1,1
ID_A993DBEC0D,1,1
ID_130EDEA15E,1,1
ID_890184F33C,1,1
ID_10569810AD,1,1
ID_5C7D666531,1,1
ID_3E37B5D9EB,1,1
ID_D18B8899E0,1,1
ID_34E1B4DAA4,1,1
ID_001CE61828,1,1
ID_FA72B940AC,1,1
ID_657AAD0D07,1,1
ID_A2FCD41390,1,1
ID_A79821BF1D,1,1
ID_9418F7CB22,1,1
ID_F9029C8287,1,1
ID_DC14DD9773,1,1
ID_C66ED47464,1,1
ID_D8A602CF95,1,1
ID_37924705FC,1,1
ID_BBCE51EE2C,1,1
ID_2D6F03D8AB,1,1
ID_15D1CF2EDD,1,1
ID_D6A9CD1FE0,1,1
ID_54F572F2F0,1,1
ID_C485846C48,1,1
ID_D1B99D950B,1,1
ID_FCA997FDA5,1,1
ID_C1A78B01F8,1,1
ID_34C8438104,1,1
ID_A2021A6F9C,1,1
ID_698CB94B1B,1,1
ID_789D4BAC19,1,1
ID_C42CF4259E,1,1
ID_4E4D0E1D86,1,1
ID_A5008D7147,1,1
ID_4308B939F1,1,1
ID_42AAB24060,1,1
ID_6302523743,1,1
ID_FD0447F8B3,1,1
ID_9A297CFAA6,1,1
ID_FC6627AA31,1,1
ID_1EB801FEBF,1,1
ID_C2AA035E7E,1,1
ID_DF0D720788,1,1
ID_43D665F710,1,1
ID_5AF165BBB2,1,1
ID_20E9DD2D2A,1,1
ID_82932AE984,1,1
ID_3D8C480820,1,1
ID_DF86894C99,1,1
ID_822D19C901,1,1
ID_87D5151A03,1,1
ID_6A0392900B,1,1
ID_DD862F5834,1,1
ID_2FD2F55E11,1,1
ID_882B21351C,1,1
ID_D48373CFBB,1,1
ID_D37B34A8EE,1,1
ID_2586AF602A,1,1
ID_DB05E5C6F2,1,1
ID_A34A804191,1,1
ID_8E80D514C9,1,1
ID_E7766E76C1,1,1
ID_EEDA6DAC58,1,1
ID_8B3A3B3335,1,1
ID_86CCBFD7AB,1,1
ID_52BD2AC565,1,1
ID_7D54F80A84,1,1
ID_BCA8FD6F30,1,1
ID_520099D5FA,1,1
ID_B1D3EA90B8,1,1
ID_8AC424CF7B,1,1
ID_69F60BEA23,1,1
ID_EB2C36739A,1,1
ID_F2023F06C9,1,1
ID_749DD701DD,1,1
ID_5F9E2A8559,1,1
ID_7AA0E22A2C,1,1
ID_B7FAF44883,1,1
ID_AB6C21DFD0,1,1
ID_5F1307059E,1,1
ID_6A665CD909,1,1
ID_48D23F5293,1,1
ID_3333FBFAAD,1,1
ID_98E010BD10,1,1
ID_166E11A6E3,1,1
